-0.145979 , 0.196619 , 0.985707
-0.147334 , 0.197324 , 0.983814
-0.148311 , 0.197668 , 0.982621
-0.147977 , 0.197545 , 0.981299
-0.148271 , 0.198001 , 0.981393
-0.148728 , 0.197518 , 0.981488
-0.148914 , 0.197563 , 0.982308
-0.149702 , 0.198843 , 0.985179
-0.148662 , 0.198939 , 0.984952
-0.146923 , 0.197098 , 0.982059
-0.142006 , 0.195 , 0.978932
-0.14001 , 0.1924 , 0.974986
-0.141607 , 0.193748 , 0.977778
-0.143378 , 0.195779 , 0.983459
-0.14026 , 0.193742 , 0.981318
-0.140389 , 0.193836 , 0.980745
-0.138602 , 0.19194 , 0.975419
-0.13918 , 0.191806 , 0.973255
-0.139419 , 0.19198 , 0.972195
-0.139682 , 0.192427 , 0.972563
-0.134791 , 0.191302 , 0.978841
-0.131142 , 0.186591 , 0.970122
-0.132872 , 0.188919 , 0.971055
-0.134418 , 0.190675 , 0.975046
-0.132465 , 0.188235 , 0.972322
-0.133591 , 0.191032 , 0.975926
-0.133031 , 0.189734 , 0.976101
-0.1332 , 0.190147 , 0.977426
-0.132853 , 0.189604 , 0.976891
-0.131374 , 0.188498 , 0.97299
-0.126243 , 0.185634 , 0.967893
-0.125549 , 0.184298 , 0.966666
-0.125479 , 0.183595 , 0.965773
-0.124758 , 0.183757 , 0.964657
-0.124912 , 0.184281 , 0.964905
-0.12484 , 0.183817 , 0.964291
-0.124874 , 0.183842 , 0.964139
-0.12474 , 0.183093 , 0.963512
-0.124918 , 0.18348 , 0.964235
-0.124857 , 0.183829 , 0.964216
-0.117681 , 0.179063 , 0.964201
-0.120028 , 0.1811 , 0.967627
-0.118175 , 0.179897 , 0.966741
-0.11804 , 0.179331 , 0.965551
-0.11789 , 0.178513 , 0.964132
-0.117622 , 0.178353 , 0.962824
-0.117763 , 0.178456 , 0.962199
-0.117824 , 0.1785 , 0.961928
-0.117849 , 0.178519 , 0.961814
-0.119277 , 0.180171 , 0.965446
-0.111979 , 0.174512 , 0.961049
-0.11266 , 0.174387 , 0.962369
-0.111255 , 0.172285 , 0.958444
-0.111835 , 0.173554 , 0.960124
-0.112035 , 0.174453 , 0.961983
-0.111497 , 0.173308 , 0.961624
-0.111361 , 0.172944 , 0.960641
-0.111603 , 0.173385 , 0.961154
-0.111417 , 0.172985 , 0.960393
-0.111631 , 0.173405 , 0.961029
-0.105557 , 0.166993 , 0.954481
-0.104906 , 0.165372 , 0.951243
-0.104761 , 0.16589 , 0.950121
-0.106092 , 0.167713 , 0.954512
-0.105982 , 0.167962 , 0.95744
-0.105662 , 0.167728 , 0.958864
-0.105167 , 0.167038 , 0.958623
-0.105259 , 0.167121 , 0.958691
-0.105145 , 0.166792 , 0.95791
-0.105241 , 0.166862 , 0.957481
-0.099515 , 0.160955 , 0.955793
-0.100531 , 0.162751 , 0.95872
-0.098535 , 0.159893 , 0.95473
-0.0979727 , 0.158691 , 0.950773
-0.0986612 , 0.15892 , 0.948901
-0.0985821 , 0.159136 , 0.948065
-0.100019 , 0.160892 , 0.952153
-0.0982084 , 0.15864 , 0.948746
-0.0991349 , 0.161222 , 0.951869
-0.0988532 , 0.161231 , 0.952713
-0.0944551 , 0.155124 , 0.95325
-0.09312 , 0.152672 , 0.949607
-0.093791 , 0.152611 , 0.94921
-0.0931592 , 0.152676 , 0.948833
-0.0936404 , 0.153426 , 0.950321
-0.0930745 , 0.152827 , 0.950058
-0.0935027 , 0.153326 , 0.950933
-0.0934328 , 0.153275 , 0.951244
-0.093392 , 0.153245 , 0.951426
-0.0933749 , 0.153232 , 0.951502
-0.0897337 , 0.147922 , 0.948156
-0.0896045 , 0.147219 , 0.950405
-0.0875703 , 0.144349 , 0.945986
-0.0884938 , 0.145448 , 0.946083
-0.0882013 , 0.144195 , 0.944701
-0.0877565 , 0.143435 , 0.942262
-0.0885592 , 0.144456 , 0.943111
-0.0884969 , 0.14441 , 0.943389
-0.0884497 , 0.144376 , 0.943598
-0.0887625 , 0.145978 , 0.946709
-0.0838598 , 0.138007 , 0.94724
-0.0832002 , 0.136216 , 0.94244
-0.0832511 , 0.136904 , 0.941718
-0.0839571 , 0.137691 , 0.942947
-0.0834396 , 0.136112 , 0.940702
-0.0849099 , 0.13904 , 0.946708
-0.0834744 , 0.137525 , 0.945655
-0.0835333 , 0.137381 , 0.944831
-0.0829836 , 0.136499 , 0.942241
-0.0838805 , 0.137821 , 0.943849
-0.0810622 , 0.132365 , 0.952945
-0.0785793 , 0.127589 , 0.943532
-0.0809936 , 0.130345 , 0.946671
-0.0796679 , 0.129047 , 0.943869
-0.0801262 , 0.128655 , 0.942202
-0.0800043 , 0.129044 , 0.941971
-0.0818706 , 0.130926 , 0.948428
-0.0812437 , 0.130468 , 0.951216
-0.079805 , 0.129085 , 0.948804
