-0.0811432 , 0.130395 , 0.951661
-0.0759804 , 0.121169 , 0.941271
-0.0762139 , 0.121138 , 0.939513
-0.0769559 , 0.121573 , 0.941283
-0.0758558 , 0.120403 , 0.939278
-0.0764102 , 0.121638 , 0.942384
-0.0763359 , 0.121603 , 0.943391
-0.0769686 , 0.122114 , 0.947292
-0.0768733 , 0.1212 , 0.948948
-0.0754111 , 0.120908 , 0.946826
-0.0743794 , 0.118414 , 0.938929
-0.0518718 , 0.134675 , 1.0272
-0.0523626 , 0.13558 , 1.03119
-0.0510004 , 0.134151 , 1.02899
-0.054344 , 0.139693 , 1.04088
-0.0500681 , 0.132925 , 1.03112
-0.0513979 , 0.134365 , 1.02885
-0.0521806 , 0.135054 , 1.02912
-0.0514123 , 0.134566 , 1.02619
-0.0517111 , 0.134124 , 1.02382
-0.0523939 , 0.135092 , 1.02442
-0.0525986 , 0.134423 , 1.01435
-0.0546388 , 0.136694 , 1.0182
-0.0527525 , 0.132921 , 1.01068
-0.0549406 , 0.136122 , 1.01484
-0.0545563 , 0.135842 , 1.01655
-0.0525871 , 0.133443 , 1.01024
-0.0542817 , 0.136452 , 1.01472
-0.0530885 , 0.13358 , 1.01002
-0.0541284 , 0.135218 , 1.01162
-0.054771 , 0.135999 , 1.0156
-0.0552175 , 0.134823 , 1.0003
-0.0569101 , 0.135199 , 1.00342
-0.0542958 , 0.132798 , 0.997568
-0.0554617 , 0.132903 , 0.995452
-0.0561973 , 0.133967 , 0.996756
-0.0557496 , 0.133159 , 0.99518
-0.0558641 , 0.133885 , 0.997025
-0.0578889 , 0.136155 , 1.00502
-0.0561221 , 0.134018 , 1.0038
-0.0549059 , 0.132544 , 0.99893
-0.0567456 , 0.133439 , 0.993362
-0.0582262 , 0.134051 , 0.994223
-0.0580686 , 0.134123 , 0.99486
-0.0573546 , 0.133021 , 0.992632
-0.0576912 , 0.132923 , 0.991532
-0.0573646 , 0.13281 , 0.989376
-0.0577359 , 0.132755 , 0.988354
-0.0578539 , 0.132841 , 0.987831
-0.0603836 , 0.135882 , 0.996531
-0.0576876 , 0.134025 , 0.99639
-0.058919 , 0.132202 , 0.983521
-0.0592907 , 0.132473 , 0.98187
-0.060648 , 0.133954 , 0.985119
-0.059106 , 0.132555 , 0.98309
-0.0604375 , 0.134023 , 0.986524
-0.0591949 , 0.132683 , 0.983575
-0.0603666 , 0.133971 , 0.98684
-0.0592849 , 0.132864 , 0.985049
-0.0601998 , 0.13385 , 0.987581
-0.0599196 , 0.133863 , 0.989217
-0.0618747 , 0.132648 , 0.978681
-0.0624294 , 0.132863 , 0.979821
-0.0615325 , 0.131568 , 0.977186
-0.0617605 , 0.131734 , 0.976172
-0.0618701 , 0.131814 , 0.975685
-0.0619096 , 0.131843 , 0.975509
-0.0619177 , 0.131849 , 0.975473
-0.0621668 , 0.132089 , 0.975209
-0.0619631 , 0.132131 , 0.976199
-0.0618379 , 0.13204 , 0.976755
-0.0634908 , 0.131863 , 0.973745
-0.063023 , 0.130303 , 0.969622
-0.0645523 , 0.13082 , 0.970696
-0.0634202 , 0.130863 , 0.969168
-0.063553 , 0.130961 , 0.968576
-0.0645006 , 0.131586 , 0.970592
-0.064438 , 0.132025 , 0.972717
-0.0642051 , 0.131856 , 0.973752
-0.0639703 , 0.131641 , 0.974491
-0.0638817 , 0.131577 , 0.974885
-0.065876 , 0.129325 , 0.96646
-0.0664742 , 0.130508 , 0.96743
-0.0660895 , 0.129659 , 0.965868
-0.0663089 , 0.129546 , 0.965654
-0.0666481 , 0.129948 , 0.96619
-0.0665229 , 0.129746 , 0.965432
-0.0667836 , 0.130335 , 0.967264
-0.0665241 , 0.130037 , 0.96714
-0.0661615 , 0.129597 , 0.966371
-0.0665866 , 0.130083 , 0.966862
-0.0679752 , 0.128097 , 0.959519
-0.0680658 , 0.128163 , 0.959117
-0.0697581 , 0.129537 , 0.962599
-0.0670403 , 0.125731 , 0.954798
-0.0689748 , 0.12889 , 0.95843
-0.0685616 , 0.128852 , 0.959423
-0.0696894 , 0.129487 , 0.962904
-0.0685312 , 0.128273 , 0.96204
-0.0682158 , 0.128336 , 0.961803
-0.0694023 , 0.129278 , 0.964181
-0.0693875 , 0.124707 , 0.951594
-0.0704451 , 0.126135 , 0.952151
-0.0723352 , 0.128488 , 0.959334
-0.0713874 , 0.126943 , 0.959055
-0.071164 , 0.127354 , 0.960347
-0.0696888 , 0.124413 , 0.953343
-0.0717095 , 0.127752 , 0.957922
-0.0699904 , 0.124454 , 0.952753
-0.0698861 , 0.123719 , 0.947783
-0.0709533 , 0.125156 , 0.948474
-0.0729245 , 0.124247 , 0.950259
-0.0737548 , 0.123797 , 0.950252
-0.0738756 , 0.12414 , 0.951281
-0.0728104 , 0.122774 , 0.948299
-0.0725079 , 0.122233 , 0.94432
-0.0739686 , 0.123626 , 0.946401
-0.0737744 , 0.123484 , 0.947265
-0.0736601 , 0.123401 , 0.947773
-0.0725298 , 0.122249 , 0.944223
-0.0728611 , 0.122491 , 0.94275
-0.0755047 , 0.12167 , 0.9468
-0.0749424 , 0.11985 , 0.943
-0.0744049 , 0.11893 , 0.938231
-0.0766474 , 0.121513 , 0.942991
-0.0760066 , 0.121782 , 0.94556
-0.074501 , 0.11894 , 0.939913
-0.0750303 , 0.119326 , 0.93756
-0.0752986 , 0.119521 , 0.936368
-0.075432 , 0.119619 , 0.935775
-0.0754915 , 0.119868 , 0.936321
-0.0771991 , 0.118776 , 0.942801
-0.077203 , 0.116706 , 0.93857
-0.077278 , 0.117519 , 0.93723
-0.078375 , 0.118531 , 0.939813
-0.0773121 , 0.117285 , 0.93802
-0.0791725 , 0.119631 , 0.943436
-0.078748 , 0.119162 , 0.945404
-0.077446 , 0.118011 , 0.943842
-0.0776621 , 0.118011 , 0.942981
-0.0776838 , 0.118185 , 0.942784
-0.0543672 , 0.120977 , 0.968136
-0.0551046 , 0.123137 , 0.971743
-0.0537719 , 0.12006 , 0.965234
-0.057003 , 0.123221 , 0.972081
-0.0548476 , 0.120893 , 0.967574
-0.0541038 , 0.120302 , 0.96376
-0.0574564 , 0.12507 , 0.975915
-0.0544836 , 0.120627 , 0.969191
-0.0566532 , 0.122965 , 0.973637
-0.0556445 , 0.121815 , 0.973262
-0.0589157 , 0.122496 , 0.967266
-0.0582414 , 0.121113 , 0.965793
-0.058352 , 0.121193 , 0.965302
-0.0576626 , 0.12009 , 0.961614
-0.0600736 , 0.122427 , 0.966079
-0.0585008 , 0.121123 , 0.96487
-0.0596779 , 0.122295 , 0.967714
-0.0580057 , 0.119842 , 0.962907
-0.058749 , 0.121304 , 0.963766
-0.0596953 , 0.122308 , 0.967637
-0.061209 , 0.120001 , 0.960665
-0.0617017 , 0.120315 , 0.958923
-0.0631797 , 0.121261 , 0.961223
-0.0629867 , 0.12112 , 0.962082
-0.0621429 , 0.120006 , 0.959851
-0.0622468 , 0.120241 , 0.959229
-0.0624116 , 0.120202 , 0.958656
-0.0624696 , 0.120244 , 0.958398
-0.0623982 , 0.120351 , 0.958556
-0.0623719 , 0.120332 , 0.958673
-0.0658939 , 0.120141 , 0.956741
-0.0657199 , 0.119212 , 0.953226
-0.0667991 , 0.119408 , 0.950601
-0.0664132 , 0.11957 , 0.950912
-0.0667468 , 0.119538 , 0.950797
-0.0666941 , 0.119499 , 0.951032
-0.0666627 , 0.119476 , 0.951171
-0.0667214 , 0.119351 , 0.950945
-0.0667624 , 0.119381 , 0.950763
-0.0666621 , 0.119476 , 0.951174
-0.0699423 , 0.118392 , 0.946201
-0.0713955 , 0.119412 , 0.947859
-0.0704468 , 0.118492 , 0.945428
-0.0727826 , 0.120536 , 0.950611
-0.0707672 , 0.117883 , 0.946535
-0.0718407 , 0.119352 , 0.948347
-0.070966 , 0.118028 , 0.945651
-0.0712059 , 0.118203 , 0.944584
-0.0712476 , 0.118402 , 0.944438
-0.0727491 , 0.120669 , 0.95056
-0.0758973 , 0.118301 , 0.942217
-0.0768486 , 0.119522 , 0.945116
-0.0760402 , 0.118169 , 0.943303
-0.0765078 , 0.118238 , 0.942617
-0.0765861 , 0.118295 , 0.942269
-0.0775352 , 0.1192 , 0.945418
-0.0763054 , 0.11809 , 0.943517
-0.0764628 , 0.118205 , 0.942816
-0.0765407 , 0.118262 , 0.94247
-0.0769646 , 0.118133 , 0.941944
-0.0812021 , 0.118113 , 0.941315
-0.0818685 , 0.1182 , 0.940624
-0.081122 , 0.117198 , 0.937335
-0.0823901 , 0.118314 , 0.939226
-0.0817985 , 0.117303 , 0.936784
-0.0821 , 0.117363 , 0.93543
-0.0821722 , 0.117576 , 0.935123
-0.0821949 , 0.117593 , 0.935022
-0.0821948 , 0.117593 , 0.935022
-0.0821845 , 0.117585 , 0.935068
