-0.103085,-0.121336,0.759886,-0.104117,0.301629,1.00018
-0.0866798,-0.120912,0.770496,-0.122992,0.308474,1.00052
0.148954,-0.08225,1.04148,-0.479798,0.30778,1.00048
0.167047,-0.0244908,1.06858,-0.501111,0.30282,0.941071
0.170601,0.00650967,1.08018,-0.500373,0.300969,0.909102
0.0799794,-0.00758934,0.89198,-0.319894,0.338281,0.90183
-0.00975616,-0.0169483,0.797962,-0.201262,0.329137,0.90126
-0.0252388,-0.0190413,0.778277,-0.17882,0.324384,0.900987
-0.0932783,-0.0203599,0.729489,-0.107538,0.30292,0.900167
-0.0651686,-0.029332,0.70274,-0.0997999,0.344523,0.900303
-0.0607769,-0.0504538,0.70333,-0.0983771,0.35506,0.919903
-0.0573931,-0.0716601,0.701321,-0.0970877,0.359121,0.940151
-0.0592808,-0.105019,0.706212,-0.0957583,0.363297,0.973551
-0.0542969,-0.123106,0.693636,-0.0954038,0.36442,0.995427
-0.0551865,-0.150569,0.700241,-0.0956751,0.363634,1.02505
-0.0583161,-0.173066,0.705277,-0.0964495,0.361224,1.04897
-0.0617102,-0.193197,0.713876,-0.0976129,0.357577,1.07039
